RECNO,Name,StaadName,AX,D,B,T,Iz,Iy,Ix,Zz,Zy,C
65,HSS12X10X3/8,HSST12X10X0.375,14.6,12.0,10.0,0.349,310.0,234.0,421.0,61.1,54.0,78.3
66,HSS12X10X5/16,HSST12X10X0.313,12.2,12.0,10.0,0.291,264.0,200.0,356.0,51.7,45.7,66.1
67,HSS12X10X1/4,HSST12X10X0.25,9.9,12.0,10.0,0.233,216.0,164.0,289.0,42.1,37.2,53.5
68,HSS12X8X5/8,HSST12X8X0.625,21.0,12.0,8.0,0.581,397.0,210.0,454.0,82.1,61.9,97.7
69,HSS12X8X1/2,HSST12X8X0.5,17.2,12.0,8.0,0.465,333.0,178.0,377.0,68.1,51.5,80.4
70,HSS12X8X3/8,HSST12X8X0.375,13.2,12.0,8.0,0.349,262.0,140.0,293.0,53.0,40.1,62.1
71,HSS12X8X5/16,HSST12X8X0.313,11.1,12.0,8.0,0.291,224.0,120.0,248.0,44.9,34.1,52.4
72,HSS12X8X1/4,HSST12X8X0.25,8.96,12.0,8.0,0.233,184.0,98.8,202.0,36.6,27.8,42.5
73,HSS12X8X3/16,HSST12X8X0.188,6.76,12.0,8.0,0.174,140.0,75.7,153.0,27.8,21.1,32.2
74,HSS12X6X5/8,HSST12X6X0.625,18.7,12.0,6.0,0.581,321.0,107.0,271.0,68.8,42.1,71.1
75,HSS12X6X1/2,HSST12X6X0.5,15.3,12.0,6.0,0.465,271.0,91.1,227.0,57.4,35.2,59.0
76,HSS12X6X3/8,HSST12X6X0.375,11.8,12.0,6.0,0.349,215.0,72.9,178.0,44.8,27.7,45.8
77,HSS12X6X5/16,HSST12X6X0.313,9.92,12.0,6.0,0.291,184.0,62.8,152.0,38.1,23.6,38.8
78,HSS12X6X1/4,HSST12X6X0.25,8.03,12.0,6.0,0.233,151.0,51.9,124.0,31.1,19.3,31.6
79,HSS12X6X3/16,HSST12X6X0.188,6.06,12.0,6.0,0.174,116.0,40.0,94.6,23.7,14.7,24.0
80,HSS12X4X5/8,HSST12X4X0.625,16.4,12.0,4.0,0.581,245.0,40.4,122.0,55.5,24.5,44.6
81,HSS12X4X1/2,HSST12X4X0.5,13.5,12.0,4.0,0.465,210.0,35.3,105.0,46.7,20.9,37.5
82,HSS12X4X3/8,HSST12X4X0.375,10.4,12.0,4.0,0.349,168.0,28.9,84.1,36.7,16.6,29.5
83,HSS12X4X5/16,HSST12X4X0.313,8.76,12.0,4.0,0.291,144.0,25.2,72.4,31.3,14.2,25.2
84,HSS12X4X1/4,HSST12X4X0.25,7.1,12.0,4.0,0.233,119.0,21.0,59.8,25.6,11.7,20.6
85,HSS12X4X3/16,HSST12X4X0.188,5.37,12.0,4.0,0.174,91.8,16.4,46.1,19.6,9.0,15.7
86,HSS12X3-1/2X3/8,HSST12X3.5X0.375,10.0,12.0,3.5,0.349,156.0,21.3,64.7,34.7,14.0,25.5
87,HSS12X3-1/2X5/16,HSST12X3.5X0.313,8.46,12.0,3.5,0.291,134.0,18.6,56.0,29.6,12.1,21.8
88,HSS12X3X5/16,HSST12X3X0.313,8.17,12.0,3.0,0.291,124.0,13.1,41.3,27.9,10.0,18.4
89,HSS12X3X1/4,HSST12X3X0.25,6.63,12.0,3.0,0.233,103.0,11.1,34.5,22.9,8.28,15.1
90,HSS12X3X3/16,HSST12X3X0.188,5.02,12.0,3.0,0.174,79.6,8.72,26.8,17.5,6.4,11.6
91,HSS12X2X5/16,HSST12X2X0.313,7.59,12.0,2.0,0.291,104.0,5.1,17.6,24.5,6.05,11.6
92,HSS12X2X1/4,HSST12X2X0.25,6.17,12.0,2.0,0.233,86.9,4.41,15.1,20.1,5.08,9.64
93,HSS12X2X3/16,HSST12X2X0.188,4.67,12.0,2.0,0.174,67.4,3.55,12.0,15.5,3.97,7.49
94,HSS10X10X5/8,HSST10X10X0.625,21.0,10.0,10.0,0.581,304.0,304.0,498.0,73.2,73.2,102.0
95,HSS10X10X1/2,HSST10X10X0.5,17.2,10.0,10.0,0.465,256.0,256.0,412.0,60.7,60.7,84.2
96,HSS10X10X3/8,HSST10X10X0.375,13.2,10.0,10.0,0.349,202.0,202.0,320.0,47.2,47.2,64.8
97,HSS10X10X5/16,HSST10X10X0.313,11.1,10.0,10.0,0.291,172.0,172.0,271.0,40.1,40.1,54.8
98,HSS10X10X1/4,HSST10X10X0.25,8.96,10.0,10.0,0.233,141.0,141.0,220.0,32.7,32.7,44.4
99,HSS10X10X3/16,HSST10X10X0.188,6.76,10.0,10.0,0.174,108.0,108.0,167.0,24.8,24.8,33.6
100,HSS10X8X5/8,HSST10X8X0.625,18.7,10.0,8.0,0.581,253.0,178.0,346.0,62.2,53.3,80.4
101,HSS10X8X1/2,HSST10X8X0.5,15.3,10.0,8.0,0.465,214.0,151.0,288.0,51.9,44.5,66.4
102,HSS10X8X3/8,HSST10X8X0.375,11.8,10.0,8.0,0.349,169.0,120.0,224.0,40.5,34.8,51.4
103,HSS10X8X5/16,HSST10X8X0.313,9.92,10.0,8.0,0.291,145.0,103.0,190.0,34.4,29.6,43.5
104,HSS10X8X1/4,HSST10X8X0.25,8.03,10.0,8.0,0.233,119.0,84.7,155.0,28.1,24.2,35.3
105,HSS10X8X3/16,HSST10X8X0.188,6.06,10.0,8.0,0.174,91.4,65.1,118.0,21.4,18.4,26.7
106,HSS10X6X5/8,HSST10X6X0.625,16.4,10.0,6.0,0.581,201.0,89.4,209.0,51.3,35.8,58.6
107,HSS10X6X1/2,HSST10X6X0.5,13.5,10.0,6.0,0.465,171.0,76.8,176.0,43.0,30.1,48.7
108,HSS10X6X3/8,HSST10X6X0.375,10.4,10.0,6.0,0.349,137.0,61.8,139.0,33.8,23.7,37.9
109,HSS10X6X5/16,HSST10X6X0.313,8.76,10.0,6.0,0.291,118.0,53.3,118.0,28.8,20.2,32.2
110,HSS10X6X1/4,HSST10X6X0.25,7.1,10.0,6.0,0.233,96.9,44.1,96.7,23.6,16.6,26.2
111,HSS10X6X3/16,HSST10X6X0.188,5.37,10.0,6.0,0.174,74.6,34.1,73.8,18.0,12.7,19.9
112,HSS10X5X3/8,HSST10X5X0.375,9.67,10.0,5.0,0.349,120.0,40.6,100.0,30.4,18.7,31.2
113,HSS10X5X5/16,HSST10X5X0.313,8.17,10.0,5.0,0.291,104.0,35.2,86.0,26.0,16.0,26.5
114,HSS10X5X1/4,HSST10X5X0.25,6.63,10.0,5.0,0.233,85.8,29.3,70.7,21.3,13.2,21.6
115,HSS10X5X3/16,HSST10X5X0.188,5.02,10.0,5.0,0.174,66.2,22.7,54.1,16.3,10.1,16.5
116,HSS10X4X5/8,HSST10X4X0.625,14.0,10.0,4.0,0.581,149.0,33.5,95.7,40.3,20.6,36.7
117,HSS10X4X1/2,HSST10X4X0.5,11.6,10.0,4.0,0.465,129.0,29.5,82.6,34.1,17.6,31.0
118,HSS10X4X3/8,HSST10X4X0.375,8.97,10.0,4.0,0.349,104.0,24.3,66.5,27.0,14.0,24.4
119,HSS10X4X5/16,HSST10X4X0.313,7.59,10.0,4.0,0.291,90.1,21.2,57.3,23.1,12.1,20.9
120,HSS10X4X1/4,HSST10X4X0.25,6.17,10.0,4.0,0.233,74.7,17.7,47.4,19.0,10.0,17.1
121,HSS10X4X3/16,HSST10X4X0.188,4.67,10.0,4.0,0.174,57.8,13.9,36.5,14.6,7.66,13.1
122,HSS10X4X1/8,HSST10X4X0.125,3.16,10.0,4.0,0.116,39.8,9.65,25.1,10.0,5.26,8.9
123,HSS10X3-1/2X1/2,HSST10X3.5X0.5,11.1,10.0,3.5,0.465,118.0,21.4,63.2,31.9,14.7,26.5
124,HSS10X3-1/2X3/8,HSST10X3.5X0.375,8.62,10.0,3.5,0.349,96.1,17.8,51.5,25.3,11.8,21.1
125,HSS10X3-1/2X5/16,HSST10X3.5X0.313,7.3,10.0,3.5,0.291,83.2,15.6,44.6,21.7,10.2,18.0
126,HSS10X3-1/2X1/4,HSST10X3.5X0.25,5.93,10.0,3.5,0.233,69.1,13.1,37.0,17.9,8.45,14.8
127,HSS10X3-1/2X3/16,HSST10X3.5X0.188,4.5,10.0,3.5,0.174,53.6,10.3,28.6,13.7,6.52,11.4
128,HSS10X3-1/2X1/8,HSST10X3.5X0.125,3.04,10.0,3.5,0.116,37.0,7.22,19.8,9.37,4.48,7.75
129,HSS10X3X3/8,HSST10X3X0.375,8.27,10.0,3.0,0.349,88.0,12.4,37.8,23.7,9.73,17.7
130,HSS10X3X5/16,HSST10X3X0.313,7.01,10.0,3.0,0.291,76.3,11.0,33.0,20.3,8.42,15.2
131,HSS10X3X1/4,HSST10X3X0.25,5.7,10.0,3.0,0.233,63.6,9.28,27.6,16.7,6.99,12.5
132,HSS10X3X3/16,HSST10X3X0.188,4.32,10.0,3.0,0.174,49.4,7.33,21.5,12.8,5.41,9.64
133,HSS10X3X1/8,HSST10X3X0.125,2.93,10.0,3.0,0.116,34.2,5.16,14.9,8.8,3.74,6.61
134,HSS10X2X3/8,HSST10X2X0.375,7.58,10.0,2.0,0.349,71.7,4.7,15.9,20.3,5.76,11.0
135,HSS10X2X5/16,HSST10X2X0.313,6.43,10.0,2.0,0.291,62.6,4.24,14.2,17.5,5.06,9.56
136,HSS10X2X1/4,HSST10X2X0.25,5.24,10.0,2.0,0.233,52.5,3.67,12.2,14.4,4.26,7.99
137,HSS10X2X3/16,HSST10X2X0.188,3.98,10.0,2.0,0.174,41.0,2.97,9.74,11.1,3.34,6.22
138,HSS10X2X1/8,HSST10X2X0.125,2.7,10.0,2.0,0.116,28.5,2.14,6.9,7.65,2.33,4.31
139,HSS9X9X5/8,HSST9X9X0.625,18.7,9.0,9.0,0.581,216.0,216.0,356.0,58.1,58.1,81.6
140,HSS9X9X1/2,HSST9X9X0.5,15.3,9.0,9.0,0.465,183.0,183.0,296.0,48.4,48.4,67.4
141,HSS9X9X3/8,HSST9X9X0.375,11.8,9.0,9.0,0.349,145.0,145.0,231.0,37.8,37.8,52.1
142,HSS9X9X5/16,HSST9X9X0.313,9.92,9.0,9.0,0.291,124.0,124.0,196.0,32.1,32.1,44.0
143,HSS9X9X1/4,HSST9X9X0.25,8.03,9.0,9.0,0.233,102.0,102.0,159.0,26.2,26.2,35.8
144,HSS9X9X3/16,HSST9X9X0.188,6.06,9.0,9.0,0.174,78.2,78.2,121.0,20.0,20.0,27.1
145,HSS9X9X1/8,HSST9X9X0.125,4.09,9.0,9.0,0.116,53.5,53.5,82.0,13.6,13.6,18.3
146,HSS9X7X5/8,HSST9X7X0.625,16.4,9.0,7.0,0.581,174.0,117.0,235.0,48.3,40.5,62.0
147,HSS9X7X1/2,HSST9X7X0.5,13.5,9.0,7.0,0.465,149.0,100.0,197.0,40.5,34.0,51.5
148,HSS9X7X3/8,HSST9X7X0.375,10.4,9.0,7.0,0.349,119.0,80.4,154.0,31.8,26.7,40.0
149,HSS9X7X5/16,HSST9X7X0.313,8.76,9.0,7.0,0.291,102.0,69.2,131.0,27.1,22.8,33.9
150,HSS9X7X1/4,HSST9X7X0.25,7.1,9.0,7.0,0.233,84.1,57.2,107.0,22.2,18.7,27.6
151,HSS9X7X3/16,HSST9X7X0.188,5.37,9.0,7.0,0.174,64.7,44.1,81.7,16.9,14.3,20.9
152,HSS9X5X5/8,HSST9X5X0.625,14.0,9.0,5.0,0.581,133.0,52.0,128.0,38.5,25.3,42.5
153,HSS9X5X1/2,HSST9X5X0.5,11.6,9.0,5.0,0.465,115.0,45.2,109.0,32.5,21.5,35.6
154,HSS9X5X3/8,HSST9X5X0.375,8.97,9.0,5.0,0.349,92.5,36.8,86.9,25.7,17.1,27.9
155,HSS9X5X5/16,HSST9X5X0.313,7.59,9.0,5.0,0.291,79.8,32.0,74.4,22.0,14.6,23.8
156,HSS9X5X1/4,HSST9X5X0.25,6.17,9.0,5.0,0.233,66.1,26.6,61.2,18.1,12.0,19.4
157,HSS9X5X3/16,HSST9X5X0.188,4.67,9.0,5.0,0.174,51.1,20.7,46.9,13.8,9.25,14.8
158,HSS9X3X1/2,HSST9X3X0.5,9.74,9.0,3.0,0.465,80.8,13.2,40.0,24.6,10.8,19.7
159,HSS9X3X3/8,HSST9X3X0.375,7.58,9.0,3.0,0.349,66.3,11.2,33.1,19.7,8.8,15.8
160,HSS9X3X5/16,HSST9X3X0.313,6.43,9.0,3.0,0.291,57.7,9.88,28.9,16.9,7.63,13.6
161,HSS9X3X1/4,HSST9X3X0.25,5.24,9.0,3.0,0.233,48.2,8.38,24.2,14.0,6.35,11.3
162,HSS9X3X3/16,HSST9X3X0.188,3.98,9.0,3.0,0.174,37.6,6.64,18.9,10.8,4.92,8.66
163,HSS8X8X5/8,HSST8X8X0.625,16.4,8.0,8.0,0.581,146.0,146.0,244.0,44.7,44.7,63.2
164,HSS8X8X1/2,HSST8X8X0.5,13.5,8.0,8.0,0.465,125.0,125.0,204.0,37.5,37.5,52.4
165,HSS8X8X3/8,HSST8X8X0.375,10.4,8.0,8.0,0.349,100.0,100.0,160.0,29.4,29.4,40.7
166,HSS8X8X5/16,HSST8X8X0.313,8.76,8.0,8.0,0.291,85.6,85.6,136.0,25.1,25.1,34.5
167,HSS8X8X1/4,HSST8X8X0.25,7.1,8.0,8.0,0.233,70.7,70.7,111.0,20.5,20.5,28.1
168,HSS8X8X3/16,HSST8X8X0.188,5.37,8.0,8.0,0.174,54.4,54.4,84.5,15.7,15.7,21.3
169,HSS8X8X1/8,HSST8X8X0.125,3.62,8.0,8.0,0.116,37.4,37.4,57.3,10.7,10.7,14.4
170,HSS8X6X5/8,HSST8X6X0.625,14.0,8.0,6.0,0.581,114.0,72.3,150.0,36.1,29.5,46.0
171,HSS8X6X1/2,HSST8X6X0.5,11.6,8.0,6.0,0.465,98.2,62.5,127.0,30.5,24.9,38.4
172,HSS8X6X3/8,HSST8X6X0.375,8.97,8.0,6.0,0.349,79.1,50.6,100.0,24.1,19.8,30.0
173,HSS8X6X5/16,HSST8X6X0.313,7.59,8.0,6.0,0.291,68.3,43.8,85.8,20.6,16.9,25.5
174,HSS8X6X1/4,HSST8X6X0.25,6.17,8.0,6.0,0.233,56.6,36.4,70.3,16.9,13.9,20.8
175,HSS8X6X3/16,HSST8X6X0.188,4.67,8.0,6.0,0.174,43.7,28.2,53.7,13.0,10.7,15.8
176,HSS8X4X5/8,HSST8X4X0.625,11.7,8.0,4.0,0.581,82.0,26.6,70.3,27.4,16.6,28.7
177,HSS8X4X1/2,HSST8X4X0.5,9.74,8.0,4.0,0.465,71.8,23.6,61.1,23.5,14.3,24.4
178,HSS8X4X3/8,HSST8X4X0.375,7.58,8.0,4.0,0.349,58.7,19.6,49.3,18.8,11.5,19.3
179,HSS8X4X5/16,HSST8X4X0.313,6.43,8.0,4.0,0.291,51.0,17.2,42.6,16.1,9.91,16.5
180,HSS8X4X1/4,HSST8X4X0.25,5.24,8.0,4.0,0.233,42.5,14.4,35.3,13.3,8.2,13.6
181,HSS8X4X3/16,HSST8X4X0.188,3.98,8.0,4.0,0.174,33.1,11.3,27.2,10.2,6.33,10.4
182,HSS8X4X1/8,HSST8X4X0.125,2.7,8.0,4.0,0.116,22.9,7.9,18.7,7.02,4.36,7.1
183,HSS8X3X1/2,HSST8X3X0.5,8.81,8.0,3.0,0.465,58.6,11.7,34.3,20.0,9.64,17.4
184,HSS8X3X3/8,HSST8X3X0.375,6.88,8.0,3.0,0.349,48.5,10.0,28.5,16.1,7.88,14.0
185,HSS8X3X5/16,HSST8X3X0.313,5.85,8.0,3.0,0.291,42.4,8.81,24.9,13.9,6.84,12.1
186,HSS8X3X1/4,HSST8X3X0.25,4.77,8.0,3.0,0.233,35.5,7.49,20.8,11.5,5.7,10.0
187,HSS8X3X3/16,HSST8X3X0.188,3.63,8.0,3.0,0.174,27.8,5.94,16.2,8.87,4.43,7.68
188,HSS8X3X1/8,HSST8X3X0.125,2.46,8.0,3.0,0.116,19.3,4.2,11.3,6.11,3.07,5.27
189,HSS8X2X3/8,HSST8X2X0.375,6.18,8.0,2.0,0.349,38.2,3.73,12.1,13.4,4.61,8.65
190,HSS8X2X5/16,HSST8X2X0.313,5.26,8.0,2.0,0.291,33.7,3.38,10.9,11.6,4.06,7.57
191,HSS8X2X1/4,HSST8X2X0.25,4.3,8.0,2.0,0.233,28.5,2.94,9.36,9.68,3.43,6.35
192,HSS8X2X3/16,HSST8X2X0.188,3.28,8.0,2.0,0.174,22.4,2.39,7.48,7.51,2.7,4.95
193,HSS8X2X1/8,HSST8X2X0.125,2.23,8.0,2.0,0.116,15.7,1.72,5.3,5.19,1.9,3.44
194,HSS7X7X5/8,HSST7X7X0.625,14.0,7.0,7.0,0.581,93.4,93.4,158.0,33.1,33.1,47.1
195,HSS7X7X1/2,HSST7X7X0.5,11.6,7.0,7.0,0.465,80.5,80.5,133.0,27.9,27.9,39.3
196,HSS7X7X3/8,HSST7X7X0.375,8.97,7.0,7.0,0.349,65.0,65.0,105.0,22.1,22.1,30.7
197,HSS7X7X5/16,HSST7X7X0.313,7.59,7.0,7.0,0.291,56.1,56.1,89.7,18.9,18.9,26.1
198,HSS7X7X1/4,HSST7X7X0.25,6.17,7.0,7.0,0.233,46.5,46.5,73.5,15.5,15.5,21.3
199,HSS7X7X3/16,HSST7X7X0.188,4.67,7.0,7.0,0.174,36.0,36.0,56.1,11.9,11.9,16.2
200,HSS7X7X1/8,HSST7X7X0.125,3.16,7.0,7.0,0.116,24.8,24.8,38.2,8.13,8.13,11.0
201,HSS7X5X1/2,HSST7X5X0.5,9.74,7.0,5.0,0.465,60.6,35.6,75.8,21.9,17.3,27.2
202,HSS7X5X3/8,HSST7X5X0.375,7.58,7.0,5.0,0.349,49.5,29.3,60.6,17.5,13.8,21.4
203,HSS7X5X5/16,HSST7X5X0.313,6.43,7.0,5.0,0.291,43.0,25.5,52.1,15.0,11.9,18.3
204,HSS7X5X1/4,HSST7X5X0.25,5.24,7.0,5.0,0.233,35.9,21.3,42.9,12.4,9.83,15.0
205,HSS7X5X3/16,HSST7X5X0.188,3.98,7.0,5.0,0.174,27.9,16.6,32.9,9.52,7.57,11.4
206,HSS7X5X1/8,HSST7X5X0.125,2.7,7.0,5.0,0.116,19.3,11.6,22.5,6.53,5.2,7.79
207,HSS7X4X1/2,HSST7X4X0.5,8.81,7.0,4.0,0.465,50.7,20.7,50.5,18.8,12.6,21.1
208,HSS7X4X3/8,HSST7X4X0.375,6.88,7.0,4.0,0.349,41.8,17.3,41.0,15.1,10.2,16.8
209,HSS7X4X5/16,HSST7X4X0.313,5.85,7.0,4.0,0.291,36.5,15.2,35.4,13.1,8.83,14.4
210,HSS7X4X1/4,HSST7X4X0.25,4.77,7.0,4.0,0.233,30.5,12.8,29.3,10.8,7.33,11.8
211,HSS7X4X3/16,HSST7X4X0.188,3.63,7.0,4.0,0.174,23.8,10.0,22.7,8.33,5.67,9.07
212,HSS7X4X1/8,HSST7X4X0.125,2.46,7.0,4.0,0.116,16.6,7.03,15.6,5.73,3.91,6.2
213,HSS7X3X1/2,HSST7X3X0.5,7.88,7.0,3.0,0.465,40.7,10.2,28.6,15.8,8.46,15.0
214,HSS7X3X3/8,HSST7X3X0.375,6.18,7.0,3.0,0.349,34.1,8.71,23.9,12.8,6.95,12.1
215,HSS7X3X5/16,HSST7X3X0.313,5.26,7.0,3.0,0.291,29.9,7.74,20.9,11.1,6.05,10.5
216,HSS7X3X1/4,HSST7X3X0.25,4.3,7.0,3.0,0.233,25.2,6.6,17.5,9.22,5.06,8.68
217,HSS7X3X3/16,HSST7X3X0.188,3.28,7.0,3.0,0.174,19.8,5.24,13.7,7.14,3.94,6.69
218,HSS7X3X1/8,HSST7X3X0.125,2.23,7.0,3.0,0.116,13.8,3.71,9.48,4.93,2.73,4.6
219,HSS7X2X1/2,HSST7X2X0.5,3.84,7.0,2.0,0.233,19.8,2.58,7.95,7.64,3.02,5.52
220,HSS7X2X3/16,HSST7X2X0.188,2.93,7.0,2.0,0.174,15.7,2.1,6.35,5.95,2.39,4.32
221,HSS7X2X1/4,HSST7X2X0.25,2.0,7.0,2.0,0.116,11.1,1.52,4.51,4.13,1.68,3.0
222,HSS6X6X5/8,HSST6X6X0.625,11.7,6.0,6.0,0.581,55.2,55.2,94.9,23.2,23.2,33.4
223,HSS6X6X1/2,HSST6X6X0.5,9.74,6.0,6.0,0.465,48.3,48.3,81.1,19.8,19.8,28.1
224,HSS6X6X3/8,HSST6X6X0.375,7.58,6.0,6.0,0.349,39.5,39.5,64.6,15.8,15.8,22.1
225,HSS6X6X5/16,HSST6X6X0.313,6.43,6.0,6.0,0.291,34.3,34.3,55.4,13.6,13.6,18.9
226,HSS6X6X1/4,HSST6X6X0.25,5.24,6.0,6.0,0.233,28.6,28.6,45.6,11.2,11.2,15.4
227,HSS6X6X3/16,HSST6X6X0.188,3.98,6.0,6.0,0.174,22.3,22.3,35.0,8.63,8.63,11.8
228,HSS6X6X1/8,HSST6X6X0.125,2.7,6.0,6.0,0.116,15.5,15.5,23.9,5.92,5.92,8.03
229,HSS6X5X1/2,HSST6X5X0.5,8.81,6.0,5.0,0.465,41.1,30.8,59.8,17.2,15.2,23.0
230,HSS6X5X3/8,HSST6X5X0.375,6.88,6.0,5.0,0.349,33.9,25.5,48.1,13.8,12.2,18.2
231,HSS6X5X5/16,HSST6X5X0.313,5.85,6.0,5.0,0.291,29.6,22.3,41.4,11.9,10.5,15.6
232,HSS6X5X1/4,HSST6X5X0.25,4.77,6.0,5.0,0.233,24.7,18.7,34.2,9.87,8.72,12.8
233,HSS6X5X3/16,HSST6X5X0.188,3.63,6.0,5.0,0.174,19.3,14.6,26.3,7.62,6.73,9.76
234,HSS6X5X1/8,HSST6X5X0.125,2.46,6.0,5.0,0.116,13.4,10.2,18.0,5.24,4.63,6.66
